Country Name,Country Code,Series Name,Series Code,1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,43.8666114443833,47.5623391177452,47.1297641589219,48.8731961235335,50.6701628279031,51.9434582713421,53.7280849178075,57.2632002153433,57.1217106057005,54.7736148565294,60.4433253370925,62.0815246061794,62.7418601529584,65.5745137448685,67.0806662188635,69.0108310278428,70.6415633679575,74.0250569520991,75.1175192359573,69.3265294475412,79.35293497974,79.3183237921179,81.4486895824243,86.5139871367745,85.5691498225237
South Asia,SAS,Age dependency ratio (% of working-age population),SP.POP.DPND,73.888748118311,73.2756259491365,72.5350389880091,71.6720157264493,70.9626283486775,70.151647438873,69.2478733221392,68.2662175605965,67.2287018833938,66.4170264854986,65.506965415696,64.5395941220017,63.5610822350624,62.5944687145886,61.8281530208947,61.0729328288659,60.3130579237732,59.5125137609703,58.6561027458642,57.888833380575,57.0267920258662,56.1266044868971,55.2680865489369,54.4928339853237,53.8015312842142
South Asia,SAS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,242700,228400,257300,298700,284100,314700,323400,291800,296548,294067,299963,338691,391577,419742,548761,666865,691007,700428,799070.004661475,894201.031775018,864800.192205104,900742.4,966479.12,1026248,1173973
South Asia,SAS,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.9189346071762,29.2970310716509,27.4517833985437,26.7556835078637,25.8751226883507,24.624834640221,23.9855797580953,22.2315830955997,21.746042175012
South Asia,SAS,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,6.48188512724232,2.25384757049218,4.59005230415113,0.159093912040873,9.48641016450256,-1.76535787526326,5.86186749803328,2.66592606261251,1.13293070257944,4.70261368045195,-5.25781985759491,7.93420853641926,0.455769176464571,5.31317737360465,4.36254910036369,5.52522408214071,0.526666774917999,1.73328454795151,7.12712599947697,4.48257395683581,2.05060344060787,4.91419157430499,0.45772409095477,0.91160864505089,5.15125105618701
South Asia,SAS,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.78008554184549,1.78580309296254,1.90507543115283,1.03345907727032,1.0709448268402,1.05303401406287,1.01778661999747,0.958878337751598,0.971867472178372,0.814561466248939,0.749325594907063,0.767751364659698,0.840301253735868,0.888863441777764,0.967997851648054,1.03590447636125,1.03872775737373,1.08591002205841,1.14559990750786,1.61043242576363,1.59450069398416,1.61465012063938,1.59159530565265,1.63142531508185,1.64635100016184
South Asia,SAS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,14.8317948330842,14.6849651507774,14.930283885572,15.5604767402164,15.300336013466,15.3588450073146,15.0339177025262,15.269273454667,15.8100752780401,15.6209234067041,16.3181809030233,16.6833676449394,17.7533677795257,18.1906042864959,19.0006330702757,19.7158896510395,19.7999761934585,20.3373508823989,20.8816336726319,22.1532833686304,23.0400404250289,22.8249083294309,22.8672935023146,22.9570866992701,22.8069791396771
South Asia,SAS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,7.27302450523715,11.154497397561,10.8361587302406,22.6390540372089,5.55435871978239,-1.36670110988203,10.1973891138966,14.0310038237251,17.8148365731434,4.71426351838619,17.6214311735356,11.3375218675716,23.0465163401911,23.604931957665,19.061467085536,5.90706285012791,12.257817462981,-4.72138687869094,17.6008078748698,15.0542058871206,5.80212502457896,7.75205730013617,1.78258793767331,-5.18246560028551,4.67731088662921
South Asia,SAS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.19894566660953,0.300275294356567,0.375512827632823,0.62666433736019,0.679695651123203,0.903660661090901,0.646091056416665,0.522284040648207,0.713717910130717,0.919875307452065,0.958154828921647,0.622455809398433,0.832722030134046,1.05342693170032,2.17129285449497,2.18127294324161,3.37484792888036,2.37124874047055,1.5522391964244,1.78900104638155,1.2089840854989,1.42246186540567,1.56131905521914,1.8428966039864,1.75104073821686
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.72323228931921,4.4017660298969,6.05747127875568,6.94928778917161,6.84991947571471,3.79614286578102,5.59357812436119,7.75455680301103,4.07805683218474,4.29488886397861,3.71731063210999,7.24039123225137,7.53162939055419,8.77028592999794,8.67200073233445,9.00909902456768,3.88067597539452,7.60901205926807,9.05534248883866,6.31379458382501,5.51807688800938,6.07308109405625,6.99061428093782,7.60559598324431,6.83468802612113
South Asia,SAS,"Industry, value added (annual % growth)",NV.IND.TOTL.KD.ZG,3.92031328188192,5.68194738457231,8.59897292637721,10.4424864715147,6.24685990645024,3.85381380756486,4.56428597308624,5.81894353322004,5.7316444933569,2.82046742251876,6.57055064606749,6.97947030958402,9.97599043118235,9.73208082505788,11.3085120388974,9.44287609275085,4.88290087156678,7.81602854078811,7.27540908566704,7.70937250345315,3.71573493375541,3.91945065867165,6.83814265560443,9.26753191788055,6.85773613299693
South Asia,SAS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,59.6166105940459,59.6064141438612,59.7122897329904,59.3726061520877,59.1908384427452,59.0205439185501,58.8491774018762,58.6299997392446,58.4333116560176,58.6441613226771,58.8702534153267,59.1517323838527,59.4402654797016,59.7830238429116,58.9931250318085,58.1010543582327,57.2476509937508,56.4963088375192,55.4850230998177,54.956181368295,54.4640411064545,54.5261082553117,54.5028684417952,54.5931823317841,54.6989706779783
South Asia,SAS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,59.733222934522,60.2817566466668,60.8229083958712,61.3508452434388,61.861568104077,62.3550779288357,62.8313788200734,63.2901338191948,63.7312033964671,64.1541937922257,64.5644559838024,64.9684462156079,65.3696990884109,65.7792599410972,66.2063182737734,66.653914977415,67.1185163159146,67.5954344543945,68.0726660005808,68.5342175979331,68.9675115443102,69.3613426848648,69.7137026886978,70.0256397561227,70.3044680826624
South Asia,SAS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,58.6756931039278,59.1210079813589,59.5645291175811,60.0025409619003,60.4324247588045,60.8546534679562,61.2679755086898,61.671688677956,62.0663213516314,62.4531553958449,62.836235382143,63.2162041956338,63.5930415714159,63.9663579861292,64.3319482194621,64.6886079109943,65.0323962407698,65.3626991060639,65.6767837117352,65.974487635813,66.2571175968983,66.5249098726039,66.7799214516312,67.0222437414967,67.2546042366231
South Asia,SAS,Market capitalization of listed companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,42.5288513967348,53.4141784676399,60.0058751856556,75.6179588498088,130.000211925148,46.097515155967,83.639883697314,86.308608548485,49.6236268818492,62.4385505791059,56.1896125519723,70.0609371013473,65.3389039790854,61.1900787989605
South Asia,SAS,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,57.5944673240249,57.8002720907484,58.0507951399301,58.3454610172583,58.5901568681329,58.8730899952222,59.1912017464026,59.5389486317024,59.909062058482,60.1992194241296,60.5261869772808,60.8772640680426,61.2373785760791,61.5983839865304,61.8895076466745,62.1811715550387,62.4784195618275,62.794376960753,63.1351382089909,63.4406849853606,63.7866007985402,64.151546940988,64.5036172908718,64.8250013909544,65.1156984069694
